x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4784871,0.5792823,-0.007830109,0.41573575,0.5241839,0.004847432,0.38907197,0.4568983,0.009219831,0.37647772,0.38710043,-0.0063330224,0.44058457,0.4666855,0.010245327,0.5592492,0.45798758,0.001363386,0.5941051,0.362721,0.00026236093,0.6422836,0.26675346,0.0028317412,0.5426844,0.47699305,0.0027620567,0.52691096,0.4336123,0.010954833,0.54545265,0.26146367,-0.0016001605,0.56713456,0.17895713,-0.01304282,0.51910806,0.4580651,-0.0037992839,0.4604366,0.42515042,0.0053308103,0.469181,0.28974888,-0.010140403,0.46470144,0.20824298,-0.0025774378,0.4580632,0.46316296,-0.0026733524,0.3918727,0.46925676,-0.0023681347,0.4001828,0.3732427,0.0075467345,0.38984737,0.25567654,0.018113796,0.42932823,0.4776876,-0.0008576455,0
0.48003873,0.581991,-0.005702766,0.39043126,0.52615756,0.014609164,0.32027245,0.45737246,0.012246067,0.28116462,0.35207033,-0.0025746215,0.4003,0.46422812,-0.009346994,0.5557821,0.4247499,0.012479437,0.5829537,0.25729033,-0.0039772214,0.60528183,0.14219539,0.0073616244,0.5257736,0.44670033,0.0073429467,0.48715955,0.3775824,0.011451164,0.47568348,0.19165763,0.0062630586,0.48448226,0.06312375,-0.01063468,0.49091712,0.42506325,-0.0039607543,0.43501937,0.40809724,-0.012076389,0.37894005,0.24753648,-0.010903288,0.3884,0.09703642,0.016372621,0.43825704,0.44807148,-0.004164127,0.3709521,0.47061592,0.010937805,0.3243587,0.33426034,-0.002502891,0.28995508,0.22069836,-0.014840799,0.3777517,0.47786307,0.0023942955,0
0.5234574,0.5736035,-0.007826982,0.45754698,0.5122797,0.0066942354,0.4236154,0.46191624,0.0063581388,0.39847216,0.3941306,-0.0140657835,0.4647487,0.47509956,-0.00056131283,0.57877064,0.43319,0.0006009158,0.60082746,0.31718493,-0.010924955,0.62109256,0.22207436,-0.0078089023,0.5727019,0.45849752,0.018290984,0.5341452,0.4110501,-0.006958868,0.54130435,0.25199395,0.00013250412,0.5581625,0.15654317,0.0075630923,0.52426606,0.4452972,0.012058836,0.47948325,0.44802758,0.0043694,0.45796913,0.303009,0.0062848176,0.45256233,0.18735206,-0.0060096993,0.4907829,0.46191493,0.0037395183,0.43932188,0.46905184,0.0020000765,0.40967873,0.37314433,0.0070676594,0.38742706,0.28114963,-0.0012575747,0.4436485,0.48198056,0.0007522448,0
0.47478062,0.6106437,-0.00031644123,0.3942259,0.5579657,0.00029058705,0.34141254,0.48338434,0.0008718085,0.27344912,0.40548104,-0.0026777466,0.40340322,0.49683255,0.011027894,0.5053929,0.4292851,-0.0038211816,0.5382087,0.28409874,0.009066877,0.5188081,0.17691693,0.007821369,0.5093251,0.4729844,-0.004500429,0.46960056,0.42329708,-0.0031477571,0.42570087,0.23413102,0.013863875,0.4053565,0.09881897,-0.0024378868,0.44797796,0.44221327,-0.008764282,0.39834616,0.44618502,0.0020812354,0.36111322,0.27712956,0.008650678,0.30803314,0.1715524,0.0059400517,0.41135117,0.48117408,0.0014877712,0.36337808,0.50944394,0.0215335,0.29032624,0.38005,-0.0054274816,0.2426634,0.27540904,0.010443389,0.39200616,0.4976743,-0.007259787,0
0.47651586,0.6346722,0.014367022,0.39606288,0.5669924,0.0028454475,0.36892083,0.5063731,0.01600236,0.3324832,0.41647056,-0.00986011,0.41704637,0.52324957,0.014356951,0.5262678,0.484354,0.0005389518,0.57454723,0.3807849,-0.0033863317,0.5875581,0.27470535,0.005867174,0.532769,0.51618993,-0.0020771811,0.48849753,0.46005467,0.0069246376,0.49814132,0.2978792,0.009586126,0.511643,0.19041486,-0.0006108705,0.48265603,0.4986593,-0.005569056,0.43812928,0.47404817,0.0008835869,0.4252709,0.33434933,0.0010185768,0.39251333,0.23139228,0.005589382,0.45946163,0.5047251,0.0023364036,0.3856596,0.5335733,-6.285586e-05,0.35552043,0.4095684,0.0020881102,0.32767472,0.3090714,0.008856199,0.39567825,0.52316475,-0.004677745,0
0.4708006,0.5940553,0.012524192,0.39921373,0.5389212,0.014917797,0.35154682,0.45965576,0.0039888825,0.32142475,0.3924686,0.006023856,0.42095923,0.49165657,-0.009057168,0.5303493,0.454481,-0.00010007129,0.5674374,0.31854132,-0.010916801,0.56795216,0.23151779,0.002497396,0.51218224,0.4804908,-0.008839029,0.487602,0.42009115,0.00912505,0.48070917,0.26295772,0.004972864,0.4824592,0.16010661,0.010731667,0.47773665,0.4639188,-2.8481698e-05,0.43995753,0.44358203,0.014309474,0.4016671,0.29530895,0.0016235104,0.3786564,0.20804389,-0.004297149,0.43495393,0.4627747,-0.0027780386,0.36288553,0.4833838,0.0064186393,0.35022283,0.38474753,-0.006681041,0.31637448,0.28638178,-0.008132437,0.41145167,0.50250006,-0.0010236538,0
0.5214782,0.5915237,-0.0022488025,0.44038516,0.56253,-0.004897612,0.37219995,0.5000237,0.008761174,0.30427104,0.39992574,0.0066937427,0.44114932,0.50688,0.006117997,0.5592046,0.41585195,0.012347606,0.5645916,0.2886386,-0.0059751915,0.5791261,0.1530502,-0.0056303022,0.5401614,0.45577866,0.004191229,0.49243364,0.3920282,9.563206e-05,0.47824708,0.21895018,0.0043022456,0.4359837,0.08386203,0.0059202686,0.48658773,0.44224432,-0.0149184,0.44259092,0.44646394,-0.0040941215,0.3880927,0.26467937,-0.013053695,0.33600572,0.16718079,0.015694553,0.45246804,0.4835201,-3.3611926e-05,0.39101315,0.5152267,0.00627461,0.31147888,0.39522374,0.012920117,0.26565593,0.2771891,0.004829184,0.41524825,0.49786156,-0.0058148047,0
0.49798065,0.6061091,0.0061735897,0.4031975,0.5634686,-0.012203974,0.39156532,0.4815901,-0.008947396,0.37189615,0.41130725,0.0030621754,0.44606748,0.51621693,0.001088745,0.54080766,0.48203567,-0.0030865318,0.5769059,0.35526243,0.011508582,0.6202404,0.26767167,-0.0020291437,0.5357655,0.5170855,0.0033214502,0.5099822,0.45217878,0.0022739598,0.51862454,0.28785312,2.6406499e-06,0.5280412,0.19445665,0.00090671174,0.5098241,0.48072258,0.001102014,0.44448683,0.47341698,0.0030620627,0.45270953,0.30842522,0.015808525,0.43210897,0.23514563,-0.0070830453,0.47155973,0.4887469,-0.004037913,0.4243118,0.5094997,0.0021176827,0.388941,0.40144512,0.0016272999,0.36435223,0.3216156,0.000104959,0.42929652,0.5190306,0.00861641,0
0.49038255,0.6039309,-0.0060342066,0.41361257,0.5513972,0.0017477386,0.3862161,0.49453968,0.0027040078,0.3527033,0.41395676,0.008028328,0.42733625,0.50923353,0.0044956123,0.5368141,0.47988182,-0.0016628192,0.5790634,0.35454944,-0.0004644926,0.59770024,0.25627184,0.010958656,0.52290696,0.48860914,-0.016156461,0.493759,0.42892045,0.01130238,0.5197566,0.28157514,0.015718626,0.5287254,0.18514168,-0.0186598,0.5114811,0.46646005,-0.012481266,0.45556492,0.4798864,0.0094376765,0.43936205,0.32867286,0.005597052,0.43239546,0.2258045,0.00017666658,0.45637104,0.4840058,-0.0026078196,0.38845006,0.5004785,-0.007729421,0.36676896,0.3914271,0.009493597,0.36408526,0.28760833,-0.0077369236,0.42603016,0.49762762,-0.0022023697,0
0.49865606,0.61639726,-0.01274395,0.42178538,0.5491198,0.0069643226,0.3797654,0.4776412,0.0030394902,0.33676094,0.3703496,0.006879886,0.44589576,0.49410418,-0.0045592636,0.5712157,0.43382543,0.017960684,0.612304,0.29404932,-0.004710056,0.6641717,0.18688616,0.013350863,0.5554546,0.48256063,-0.0057842573,0.54245996,0.3987937,0.004735179,0.5439027,0.21777552,0.00018714588,0.54789144,0.08794197,0.0005388354,0.5251185,0.4747431,-0.0032318968,0.4493114,0.43558738,0.025586227,0.43340415,0.2773046,0.017300436,0.424333,0.13990705,0.01684753,0.46699435,0.47059777,-0.0034540966,0.390932,0.48307553,-0.009353849,0.3665231,0.34160426,0.0040367283,0.32650894,0.23311648,0.009545929,0.40405825,0.49362463,0.013166473,0
0.5181098,0.5973317,-0.0004461526,0.4555242,0.5712116,0.003633448,0.400596,0.52133185,-0.009764304,0.35793683,0.45218953,-0.005110637,0.4701132,0.5318046,0.004116406,0.53708506,0.46533287,0.008260746,0.55292565,0.36711836,0.0026354587,0.5503974,0.26187336,0.00085288275,0.54121596,0.4979035,0.006501374,0.49083382,0.4409754,-0.012663415,0.47216272,0.2976607,-0.014836493,0.4581295,0.22940993,-0.00010512636,0.51013345,0.48206455,-0.0007420438,0.46645597,0.47917408,0.0017713642,0.41224632,0.35597154,0.0067438753,0.37402898,0.2666497,0.0036180348,0.46793294,0.5073232,-0.00012604217,0.43461227,0.53436035,-0.00023520178,0.38077015,0.44633496,0.0037641975,0.3302602,0.3498545,-0.0073722233,0.44067037,0.5256112,-0.0013464555,0
0.47343513,0.6049965,0.0005157953,0.37827802,0.53527474,-0.0012211102,0.34665832,0.47322816,0.012726956,0.33064958,0.3820577,0.01239363,0.41952354,0.4906199,-0.0051295697,0.53320813,0.44484082,0.0013980794,0.57610613,0.31509557,0.0036176762,0.6111888,0.22080192,-0.012387389,0.5015813,0.48527092,-0.011404524,0.48414683,0.4041013,-0.015028054,0.50010973,0.24386477,-0.004822331,0.48154384,0.11715099,0.0032417986,0.47056627,0.45629624,-0.00014864861,0.4363714,0.44329324,-0.008124873,0.41977626,0.28355345,-0.00024854048,0.38825598,0.16458105,-0.0073897913,0.4378569,0.48795053,-0.011446351,0.36241,0.5022947,-0.0017643971,0.33635762,0.37199798,-0.005064719,0.33231145,0.2644508,-0.0040844777,0.41557217,0.48814276,0.0061590276,0
0.49024725,0.6075811,-0.005421723,0.42240044,0.55327076,-0.0028548348,0.36665872,0.4689376,-0.00783664,0.33425584,0.3922982,-0.008455343,0.43099543,0.51057357,0.006054472,0.5480452,0.44376892,-0.011535831,0.58357877,0.31396672,-0.0019141013,0.60311604,0.21856275,0.0038929065,0.5472403,0.4755096,0.0077708606,0.4890727,0.42112285,0.012706124,0.49353164,0.2487491,0.008959567,0.4869043,0.12441869,-0.008438072,0.47220302,0.47682226,-0.008917929,0.43531626,0.4472194,0.002672862,0.41365764,0.30240247,-0.0046440987,0.3855552,0.18454838,-0.0018965018,0.46044984,0.4844517,0.006185321,0.39094928,0.5102978,0.0016343762,0.33433038,0.3804381,-0.0052051395,0.3102727,0.27915525,0.010321719,0.40625033,0.5032601,0.01413377,0
0.4831269,0.59764355,0.010318022,0.40852785,0.52939624,-0.010616043,0.3718349,0.4441884,-0.005255442,0.34651342,0.37738833,0.0028648367,0.4207543,0.48351827,0.009542617,0.54726857,0.44508028,-0.00029921829,0.5958957,0.322157,-0.0014286385,0.6438128,0.21118474,-0.004064163,0.5435885,0.47409284,0.013958602,0.5017451,0.40966266,0.007343997,0.5221872,0.2170808,-0.013125398,0.5598224,0.117145985,0.020880155,0.49423563,0.4502973,0.012419356,0.46315992,0.45089388,0.00964033,0.4492843,0.27854222,0.006059753,0.43454036,0.14865439,-0.00044962284,0.45400038,0.4599156,0.0053771725,0.39773953,0.47705066,0.011881611,0.35826552,0.34241444,-0.006390379,0.3367923,0.23485263,-0.0014352946,0.42224687,0.48531124,-0.008949749,0
0.517445,0.5719259,0.008709989,0.45172155,0.5343869,-0.002273886,0.4039996,0.45806763,-0.011182908,0.38715917,0.3841689,-0.0021150534,0.4504483,0.48326233,-0.0025791973,0.55584145,0.42728898,0.0009381113,0.6110191,0.35125706,-0.0020528077,0.6222418,0.2565833,-0.005821482,0.5517891,0.47859296,0.009672086,0.52080566,0.41588715,-0.0049831886,0.53186166,0.26810387,0.0036874283,0.5547412,0.17026171,0.0115223825,0.5157036,0.45162573,-0.0040727085,0.45780438,0.4428866,0.006259886,0.46147737,0.30624348,0.0047218585,0.44615477,0.20409213,0.0066596726,0.47216424,0.46658418,-0.00831539,0.4305231,0.47723863,-0.010115519,0.41262123,0.36532995,-0.0045116236,0.3880215,0.28828424,-0.0059428806,0.44467357,0.4820376,0.005955362,0
0.5105667,0.5790768,0.0034924785,0.46110812,0.52769184,-0.006992822,0.42931855,0.4897104,0.0004782621,0.4006549,0.39394683,0.010295075,0.47420967,0.49559736,-0.0031722763,0.57715905,0.4758169,0.012106088,0.6354321,0.36419645,-0.001788058,0.6551647,0.2840802,-0.00023679112,0.5645414,0.5237517,0.0024934076,0.53988874,0.4370208,0.008653501,0.57614124,0.2796258,0.0069917277,0.58468485,0.20422015,0.008157632,0.5329912,0.48520675,0.00081945024,0.50050056,0.46394107,-0.005808395,0.4877397,0.3271832,-0.0020995382,0.49291053,0.21205248,0.0033985157,0.51504993,0.4829196,0.00050309807,0.4522835,0.4967461,0.003607112,0.41863286,0.38342077,-0.0010292443,0.42238092,0.2974937,0.019101301,0.4636119,0.5018877,0.0017367572,0
0.51241237,0.61024207,0.009119028,0.45995173,0.55761456,-0.01534829,0.42094538,0.49277398,0.00039688963,0.4003282,0.39765325,0.0068741934,0.48282677,0.5136948,-0.0021832383,0.58781606,0.4833937,0.012685887,0.63839704,0.38610032,0.011980315,0.68904823,0.28852782,0.0035969405,0.57531554,0.50959986,0.0030015544,0.53886884,0.46010917,-0.0029168143,0.58445203,0.29996058,-0.0013736996,0.6105045,0.19425468,0.0071043135,0.5313397,0.48870665,0.015112964,0.49135828,0.46420035,0.0044234195,0.50089514,0.33021298,0.0042379815,0.50670743,0.23173532,0.0036426128,0.49791634,0.5047944,0.01482006,0.44238323,0.49921155,0.008873001,0.43176323,0.37251842,0.0069252145,0.4179191,0.28950328,0.0030587222,0.46037656,0.51607233,-0.002698294,0
0.49327657,0.5962972,-0.0042877076,0.42357337,0.53281283,0.016429588,0.3740941,0.44827902,0.0002197602,0.3327119,0.36942878,-0.013715039,0.43166825,0.46600896,0.008681799,0.5774128,0.4253445,-0.0010839534,0.6007384,0.29538116,-0.0077030547,0.6281815,0.18563153,0.0047618705,0.55165136,0.4667724,-0.02319974,0.5153224,0.38545492,-0.01558526,0.52019536,0.21778196,-0.00081018434,0.5284935,0.10010813,0.011863434,0.52160674,0.44154644,0.0010474691,0.43957373,0.4189055,-0.0069691236,0.4459213,0.25602502,0.0014643301,0.41445273,0.13668323,0.015180584,0.45763418,0.45618182,-0.006089731,0.3855957,0.46825233,6.6028966e-05,0.35472605,0.33539668,-0.011882596,0.32942617,0.21819322,0.007021624,0.41990352,0.46216148,-0.0023090022,0
0.49076793,0.61662173,0.0053707208,0.4312394,0.5553948,-0.0020920492,0.3943385,0.49700692,0.00047265735,0.3898341,0.41143373,-0.0050258823,0.44529095,0.50188607,-0.011624635,0.56545407,0.49019086,-0.011602442,0.61764884,0.36672834,0.0014181786,0.6542442,0.28754818,-0.0017113485,0.5462769,0.4955709,-0.005106859,0.5212933,0.44347176,-0.0006769704,0.5467087,0.291185,-0.004585798,0.56225264,0.19383176,-0.007904252,0.52668774,0.4891786,0.0004541056,0.47593945,0.4744419,0.007494101,0.46712583,0.32373518,0.003036055,0.45264325,0.22221667,6.167778e-05,0.47457656,0.50006014,-0.013867948,0.41308045,0.5114264,0.0015166131,0.3879725,0.40220416,-0.0062146885,0.39006537,0.30085388,-0.0045573507,0.45047617,0.5073225,0.0072380374,0
0.49895218,0.60965663,-0.0010744699,0.41388422,0.57823414,-0.014299998,0.3603773,0.49498942,0.008485715,0.3042042,0.42708158,-0.0033399137,0.4074118,0.51892537,-0.0024978246,0.52596545,0.45684657,0.011460946,0.51800424,0.31014362,-0.013766677,0.5187352,0.2155283,0.013262605,0.502541,0.47673395,-0.00019040759,0.4626183,0.41999426,0.0035003219,0.42507827,0.25654697,0.0045017116,0.40713784,0.14176148,-0.0008721085,0.4680221,0.4643356,-0.0020944097,0.4308112,0.46878865,-0.0023949684,0.36315155,0.3178577,0.009637492,0.3195916,0.21337962,0.0036941376,0.41853723,0.48833823,-0.009756035,0.38021973,0.54036903,0.018307254,0.31899285,0.41667837,-0.014730348,0.25809807,0.31330293,-0.005060742,0.39444262,0.51925987,-0.016190708,0
0.521189,0.5958931,-0.0022880337,0.43707955,0.5964322,-0.010380957,0.3720313,0.5112017,-0.0007436689,0.33039188,0.42272905,0.0023414264,0.44145384,0.5334293,0.0010054808,0.5436657,0.44663408,0.0024734053,0.54548395,0.31328315,-0.0030051353,0.5516527,0.19731793,0.009823359,0.533879,0.4691623,0.010988746,0.47436607,0.42472342,-0.0049440064,0.45733368,0.22951183,0.027077982,0.43648604,0.13401991,-0.00030576842,0.49425238,0.47486332,0.005699171,0.4411743,0.4702277,-0.0015275346,0.37326068,0.31691954,0.009889573,0.33216476,0.18070093,0.00579082,0.4544747,0.49950075,-0.003167313,0.40462738,0.5391905,-0.0064640166,0.32946658,0.4057188,-0.011668117,0.2721427,0.32345867,0.008340155,0.4201922,0.5343037,0.0045924,0
0.52684724,0.62917876,0.0028115856,0.43198743,0.57655996,-0.008069416,0.3691063,0.49878964,-0.006245835,0.31671762,0.41485664,-0.0030060625,0.42274147,0.5241873,-0.00027843384,0.547928,0.46046185,0.007982652,0.55870074,0.302747,-0.0070748343,0.577124,0.20424515,-0.0019991018,0.5427399,0.4706056,0.0053169117,0.48559943,0.4280169,0.0021580912,0.4889562,0.22717685,-0.026928741,0.46946323,0.1347605,0.010641546,0.502151,0.46582863,0.006831777,0.43664163,0.46975145,0.0041704457,0.40739682,0.32664457,0.0031730242,0.35743332,0.18496142,-0.015896756,0.45253122,0.4935856,-0.0049128435,0.39591226,0.51763636,0.0096012335,0.3384614,0.397505,-0.0031819232,0.29685324,0.29817104,-0.007939333,0.41119355,0.5207362,-0.012163027,0
0.5212559,0.60794914,-0.0010989743,0.46035913,0.5599258,0.0016492098,0.4181841,0.48505935,-0.0010778708,0.3969027,0.44017565,0.0064261216,0.48240817,0.51816446,0.001184872,0.5627178,0.47123578,0.0040403353,0.59866834,0.36085868,-0.0032335836,0.6060064,0.2804629,-0.010014175,0.5431885,0.49559656,-0.008491493,0.52036417,0.44758686,-0.0032544585,0.5310756,0.30559236,0.0018888077,0.5234592,0.2018889,0.0069291345,0.5240604,0.48722714,-0.0074757324,0.4711939,0.4806959,0.0024069755,0.44743377,0.34165588,0.0075181867,0.42697513,0.26534322,-0.0063072457,0.49501234,0.49801698,0.0039544664,0.43611693,0.51731867,0.000117650634,0.39707035,0.42184466,-0.0036636498,0.3749374,0.3251054,-0.017646471,0.4559128,0.53452367,0.005192422,0
0.5176393,0.63860375,0.0057230503,0.43483686,0.5879892,-0.00061223784,0.37710422,0.5179555,-0.004014577,0.3058478,0.43262723,0.013313753,0.4279808,0.5138769,0.0007093732,0.5565748,0.4507949,0.0014304596,0.56633943,0.3115251,-0.015367896,0.56309646,0.18208624,-0.01575292,0.5508344,0.5000163,-0.0006006754,0.4945387,0.4129238,-0.0064031393,0.4598707,0.23120849,0.010879156,0.44733155,0.099101976,0.001453693,0.50759226,0.47907582,0.013600763,0.43318564,0.4614658,-0.012241739,0.3813503,0.30863827,0.008199322,0.3393778,0.18131164,0.0005909757,0.45561165,0.51920265,-0.015429422,0.40085065,0.5504117,-0.0007289414,0.32751608,0.40187073,-0.0024334148,0.2871971,0.2759558,0.01317183,0.405569,0.52853733,-0.0046993447,0
